,Num. of cells,Cutoff,% explored cells,Time [s],Eigenvalue 0,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5
37,1600.0,12.14,97.6875,21.433667421340942,3.185928083848655e-14,-0.0011122976061935161,-0.15344587741664245,-0.33795303488186035,-0.585436970326553,-0.7780612076031547
38,1600.0,12.36,97.875,23.833276987075806,-5.5613716756774956e-14,-0.0011124372409581098,-0.15348359151539268,-0.33975757171215043,-0.5858546487904941,-0.7780559003279297
39,1600.0,12.58,98.0,25.885645627975464,-6.497244148945258e-15,-0.0011127209919565098,-0.15351957536367902,-0.34376888186966176,-0.5887703817885734,-0.7780549916129444
40,1600.0,12.8,98.1875,28.359219074249268,-4.699170740030123e-14,-0.0011130293626282414,-0.1535605267902071,-0.3483869542089345,-0.5923031876188529,-0.778044007361007
41,1600.0,13.02,98.875,32.06674289703369,1.9214014060353612e-14,-0.0011144334834616487,-0.15376985632358717,-0.36810968739389544,-0.629661453253161,-0.7780381291441206
42,1600.0,13.24,99.0625,17.195693731307983,2.950396003897904e-14,-0.0011146356292073072,-0.15379894635368882,-0.37035842176508005,-0.6348148577231818,-0.7780422527689294
43,1600.0,13.46,99.0625,9.212872743606567,-5.507335039400818e-14,-0.00111463562917321,-0.1537989463536963,-0.3703584217650791,-0.6348148577232952,-0.7780422527690106
44,1600.0,13.68,99.1875,9.325852632522583,-3.280231988811444e-14,-0.001114772309251619,-0.15382480164488058,-0.37202390598545604,-0.6408115158890694,-0.7780454753382089
45,1600.0,13.9,99.3125,9.341618776321411,7.574236376983734e-15,-0.0011147795640140314,-0.15382530633911548,-0.3720143803554903,-0.6403658590321333,-0.7780485463522604
46,1600.0,14.12,99.375,8.552704334259033,4.574617594454988e-14,-0.0011148062854718643,-0.15382760345297616,-0.3722228169930278,-0.6414132953583611,-0.7780495796818552
47,1600.0,14.34,99.375,9.532927989959717,1.1242634427588438e-13,-0.0011148062854946315,-0.1538276034530234,-0.3722228169930333,-0.6414132953583738,-0.7780495796818372
48,1600.0,14.56,99.4375,9.281230211257935,2.6638847377968844e-14,-0.00111480704191481,-0.15382811056495554,-0.3722392479185348,-0.6414319393529498,-0.7780498355166217
49,1600.0,14.78,99.5625,8.980101585388184,1.3232253834316587e-14,-0.00111487344453647,-0.1538473813383979,-0.37296608163353817,-0.6445293950567486,-0.778052874229012
50,1600.0,15.0,99.6875,8.886600971221924,-6.867987081826676e-15,-0.0011149332719161303,-0.15385965650208755,-0.3737489869521615,-0.6476868322535945,-0.7780536348046971
